BannerType;CampaignType;Category;Client;Date;Device;Place;QueryType;TargetingType;Clicks;Cost;Conversions;Shows
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Retargeting;Retargeting;0;1113,036944;2;6422
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Autotargeting;0;70,00373199;1;17
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;22467,46901;49;3017
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Competitor;Autotargeting;0;48,36871444;1;146
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Competitor;Phrase;0;778,9913381;1;2695
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Other;Autotargeting;0;57,4420678;1;93
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Other;Phrase;0;1061,565592;2;861
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Other;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Other;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Other;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;TULIP;01.01.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Desktop;Search;Competitor;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.02.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Desktop;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;TULIP;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Networks;Phrase;Autotargeting;61;834,1166394;0;25129
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Networks;Phrase;Phrase;1;5,629424313;0;133
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Networks;Retargeting;Retargeting;9;77,13163355;0;3495
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Search;Competitor;Autotargeting;24;715,2577148;1;41
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Search;Competitor;Phrase;37;4500,246227;3;86
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Search;Other;Autotargeting;11;335,8297341;1;21
text;text;Deposits;BUTTERCUP ;01.01.2023;Desktop;Search;Other;Phrase;13;1463,834258;1;39
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Networks;Phrase;Autotargeting;745;6438,525593;0;68083
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Networks;Phrase;Phrase;4;36,59001461;0;398
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Networks;Retargeting;Retargeting;40;307,2900994;0;3205
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Search;Competitor;Autotargeting;65;1687,074676;1;129
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Search;Competitor;Phrase;80;6368,348454;1;235
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Search;Other;Autotargeting;12;365,919173;1;40
text;text;Deposits;BUTTERCUP ;01.01.2023;Mobile;Search;Other;Phrase;27;2151,673968;1;111
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Phrase;Autotargeting;24;319,4417154;0;5938
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Phrase;Phrase;2;18,70044418;0;180
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Retargeting;Retargeting;7;92,48235827;0;1837
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Competitor;Autotargeting;5;125,1665868;0;7
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Competitor;Phrase;2;74,80475745;0;7
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Other;Autotargeting;2;37,87931034;0;3
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Other;Phrase;2;70,97014319;0;3
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Phrase;Autotargeting;53;430,0005494;0;4281
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Phrase;Phrase;5;42,12907072;1;347
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Retargeting;Retargeting;12;161,8501636;1;1260
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Competitor;Autotargeting;10;259,2304822;1;18
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Competitor;Phrase;9;346,2179281;0;33
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Other;Autotargeting;2;54,68222092;0;10
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Other;Phrase;2;57,20563121;1;9
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Networks;Phrase;Phrase;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Search;Competitor;Phrase;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Phrase;Autotargeting;88;1578,109909;0;44423
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Phrase;Phrase;1;17,55829924;0;109
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Networks;Retargeting;Retargeting;11;321,4551929;1;3450
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Competitor;Autotargeting;62;1830,356397;1;99
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Competitor;Phrase;38;2044,752142;1;131
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Other;Autotargeting;16;468,3592373;0;32
text;text;Deposits;BUTTERCUP ;01.02.2023;Desktop;Search;Other;Phrase;18;1014,530582;1;66
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Phrase;Autotargeting;238;3376,59865;0;24093
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Phrase;Phrase;2;33,21139392;1;141
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Networks;Retargeting;Retargeting;40;937,572332;0;3453
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Competitor;Autotargeting;83;1936,308887;1;157
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Competitor;Phrase;141;6425,054971;1;446
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Other;Autotargeting;20;485,9123524;1;65
text;text;Deposits;BUTTERCUP ;01.02.2023;Mobile;Search;Other;Phrase;35;1606,794509;1;172
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Networks;Phrase;Autotargeting;132;3611,382043;0;36671
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Networks;Phrase;Phrase;3;126,5642022;0;569
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Networks;Retargeting;Retargeting;3;114,8801315;1;1188
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Search;Competitor;Autotargeting;41;1503,640102;1;64
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Search;Competitor;Phrase;30;2297,538022;0;87
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Search;Other;Autotargeting;13;434,978834;0;26
text;text;Deposits;BUTTERCUP ;01.03.2023;Desktop;Search;Other;Phrase;15;1160,128139;1;86
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;2;0
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Networks;Phrase;Autotargeting;568;7900,819559;0;55922
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Networks;Phrase;Phrase;11;355,52173;0;788
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Networks;Retargeting;Retargeting;10;333,2244331;1;1221
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Search;Competitor;Autotargeting;100;4525,243171;1;175
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Search;Competitor;Phrase;49;2724,352671;1;137
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Search;Other;Autotargeting;21;857,1024722;1;51
text;text;Deposits;BUTTERCUP ;01.03.2023;Mobile;Search;Other;Phrase;15;1230,063106;1;182
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;1;0
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Networks;Phrase;Autotargeting;0;34351,11088;0;655127
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Networks;Phrase;Phrase;0;5479,058515;0;70425
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Networks;Retargeting;Retargeting;0;9693,635055;1;164967
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Search;Brand;Phrase;0;108929,7531;40;6787
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Search;Competitor;Autotargeting;0;3518,79656;0;970
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Search;Competitor;Phrase;0;1161,307481;0;289
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Search;Other;Autotargeting;0;4258,187317;1;724
text;text;Deposits;THISTLE ;01.05.2023;Desktop;Search;Other;Phrase;0;4863,004458;1;328
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;6;0
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Networks;Phrase;Autotargeting;0;51367,68722;0;134881
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Networks;Phrase;Phrase;0;26075,26338;3;106622
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Networks;Retargeting;Retargeting;0;29627,23588;2;69560
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Search;Brand;Phrase;0;185758,835;143;12645
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Search;Competitor;Autotargeting;0;1665,53074;0;1828
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Search;Competitor;Phrase;0;747,432222;0;934
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Search;Other;Autotargeting;0;2435,51587;2;716
text;text;Deposits;THISTLE ;01.05.2023;Mobile;Search;Other;Phrase;0;7038,430159;1;783
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;3;0
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Networks;Phrase;Autotargeting;0;21897,25322;0;191335
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Networks;Phrase;Phrase;0;4010,609581;1;22155
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Networks;Retargeting;Retargeting;0;6082,007403;1;55583
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Search;Brand;Phrase;0;118340,4276;45;6238
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Search;Competitor;Autotargeting;0;1361,148918;0;379
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Search;Competitor;Phrase;0;422,1285151;0;58
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Search;Other;Autotargeting;0;841,6571154;0;103
text;text;Deposits;THISTLE ;01.02.2023;Desktop;Search;Other;Phrase;0;7977,768889;0;459
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;10;0
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Networks;Phrase;Autotargeting;0;20387,68083;0;50919
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Networks;Phrase;Phrase;0;29546,61413;2;91359
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Networks;Retargeting;Retargeting;0;9390,918063;4;33151
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Search;Brand;Phrase;0;188183,0234;153;11673
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Search;Competitor;Autotargeting;0;1569,356295;0;1510
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Search;Competitor;Phrase;0;1293,720371;0;314
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Search;Other;Autotargeting;0;1037,721325;0;254
text;text;Deposits;THISTLE ;01.02.2023;Mobile;Search;Other;Phrase;0;10453,33778;1;1053
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;3;0
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Networks;Phrase;Autotargeting;0;14879,32138;0;199355
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Networks;Phrase;Phrase;0;1861,928678;1;7636
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Networks;Retargeting;Retargeting;0;2643,848649;0;17858
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Search;Brand;Autotargeting;0;1565,990316;0;57
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Search;Brand;Phrase;0;124803,4939;70;6484
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Search;Competitor;Autotargeting;0;14703,29376;1;6705
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Search;Competitor;Phrase;0;2307,200213;0;1063
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Search;Other;Autotargeting;0;2934,104642;0;838
text;text;Deposits;THISTLE ;01.03.2023;Desktop;Search;Other;Phrase;0;1324,008762;1;238
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;7;0
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Networks;Phrase;Autotargeting;0;32835,31565;0;78521
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Networks;Phrase;Phrase;0;37076,76418;4;92710
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Networks;Retargeting;Retargeting;0;4571,973209;2;11872
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Search;Brand;Autotargeting;0;3261,765782;0;129
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Search;Brand;Phrase;0;218683,5127;186;12972
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Search;Competitor;Autotargeting;0;9687,648377;1;6705
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Search;Competitor;Phrase;0;5009,600405;0;4188
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Search;Other;Autotargeting;0;2791,085785;0;765
text;text;Deposits;THISTLE ;01.03.2023;Mobile;Search;Other;Phrase;0;5968,877257;1;2470
text;text;Deposits;HYACINTH;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Mobile;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Mobile;Search;Competitor;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Mobile;Search;Other;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Desktop;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.03.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Desktop;Search;Brand;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Autotargeting;Autotargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.01.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Desktop;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Mobile;Networks;Phrase;Phrase;0;0;0;0
text;text;Deposits;HYACINTH;01.02.2023;Mobile;Networks;Retargeting;Retargeting;0;0;0;0
